Gene.name;AIREdep
TERF2;no
RGS7;no
TEX11;no
TEN1;no
SYT14;no
ZSWIM8;no
RABL6;no
TLR1;no
UBE2D3;no
RPL23;no
SSR1;no
MGAT4B;no
ODF2;no
ELL3;no
SPSB3;no
PLXNA3;no
POLR2E;no
C8orf37;no
HSCB;no
SSPN;no
RNF141;no
CD276;no
KLHDC8B;no
TMEM237;no
DOCK6;no
ZNFX1;no
CDC20;no
SAP25;no
FBXO31;no
SAR1A;no
GFPT1;no
PLEKHO1;no
SNRPB;no
CDC23;no
ZNF688;no
MMP9;no
DAP;no
PRPF18;no
HIST1H1D;no
VPS8;no
ZNF521;no
ATG4D;no
REPS2;no
HNRNPLL;no
EXOSC2;no
SUN1;no
MAZ;no
C1orf43;no
MRPS28;no
CSRP2BP;no
TSKU;no
DGCR14;no
TUSC2;no
PIAS4;no
ADPRHL2;no
SEPW1;no
ZBED3;no
FLII;no
BOP1;no
ZPR1;no
NAA30;no
CPSF4;no
DAP3;no
MAP2K7;no
RP11-514O12.4;no
SLC46A2;no
GUCY2C;no
PI4KA;no
GET4;no
MRPL1;no
MEIS1;no
UTP6;no
TMEM168;no
ATG14;no
GTPBP3;no
TPM4;no
COPZ2;no
PPP4C;no
RRM1;no
CCNT2;no
CRIP2;no
DHX34;no
C3orf70;no
ITGB6;no
BCORL1;no
PBDC1;no
SMG5;no
FAM98B;no
TMCC1;no
HIRIP3;no
RBBP9;no
WDR33;no
SENP3-EIF4A1;no
RP4-559A3.7;no
SMARCA4;no
HMGXB4;no
CARD6;no
ZNF263;no
EIF3I;no
AK6;no
BRD8;no
SLC22A5;no
POLL;no
RPRD1A;no
SMU1;no
TOMM34;no
FMN2;no
CD3EAP;no
ADAT3;no
ACTR6;no
IMPA2;no
C3orf67;no
MGST3;no
MAPKAP1;no
CLYBL;no
CKS1B;no
TSFM;no
FAM49A;no
PKN1;no
BCL9;no
PATZ1;no
IL2RA;no
SMIM19;no
ORC2;no
PSMD2;no
ULK3;no
ELP2;no
PDAP1;no
NME3;no
PIK3R2;no
CACNA1H;no
FAM168A;no
NUB1;no
ATP5F1;no
TUBGCP5;no
ITGB1;no
SHMT1;no
NELFA;no
WDR18;no
SENP7;no
ING2;no
CHAC2;no
WRN;no
SNX19;no
PSMA5;no
ZSCAN2;no
RAP1GDS1;no
DMXL2;no
AJAP1;no
VPS26B;no
RENBP;no
LTB4R2;no
PHB2;no
MRPL47;no
PHF19;no
FAM120B;no
ARL3;no
IMMT;no
CHAF1A;no
EZR;no
HDAC11;no
HGNC:9982;no
ZNF410;no
MAPRE1;no
ZNF2;no
RP11-894J14.5;no
TCF25;no
SQSTM1;no
C16orf70;no
LPIN1;no
RTN3;no
NOC4L;no
RORA;no
SLC37A4;no
C9orf41;no
NRD1;no
PNO1;no
AGAP1;no
MMP2;no
CCDC167;no
ZNF217;no
POLR2B;no
EIF4A3;no
CIRH1A;no
SPATA6;no
RQCD1;no
RICTOR;no
TYW1B;no
TOM1L1;no
RPRD1B;no
CEP57;no
SKI;no
SYAP1;no
ITGB1BP1;no
CLPB;no
CHMP4C;no
SIRT5;no
STRADA;no
DNAJC10;no
MIPOL1;no
COL4A1;no
TMEM219;no
ERI1;no
GUCD1;no
VPS37A;no
HINFP;no
SLC15A2;no
MTPAP;no
CALU;no
PCNT;no
JMJD6;no
TMF1;no
GIPC3;no
DHX15;no
HEMK1;no
VPS37D;no
AP5M1;no
C12orf10;no
BLM;no
RAB5B;no
ABCA4;no
CCDC184;no
CAMTA2;no
SACM1L;no
INO80E;no
GIMAP8;no
PRDM15;no
CCDC86;no
CDKN2C;no
STXBP4;no
ZNF124;no
ATXN10;no
CHN1;no
NAPA;no
ANAPC16;no
HAT1;no
RAB39B;no
CHKB-CPT1B;no
IFI16;no
AC104532.2;no
RP11-106M3.2;no
EPHB3;no
ZBTB2;no
CXCL11;no
USP27X;no
WTAP;no
LINS;no
DYNC1H1;no
RUSC2;no
S100PBP;no
NCBP2;no
GDI2;no
CHRNA10;no
KRTCAP2;no
EGFL7;no
DNAJC5;no
PXYLP1;no
GUCY1A3;no
PHRF1;no
TSN;no
GANC;no
EPC2;no
DECR2;no
CSPG5;no
GPR68;no
PGAM5;no
ALDH16A1;no
CYBB;no
PPP1R10;no
MTA2;no
RPF2;no
C12orf4;no
CCDC6;no
SCN4A;no
TMEM176B;no
RBM22;no
SEC61A1;no
ACTG1;no
HAUS3;no
JUNB;no
EXOC1;no
HERPUD1;no
RCOR3;no
CACUL1;no
SLAMF8;no
DARS;no
IFT140;no
PITRM1;no
TIMM50;no
UPF3A;no
COG2;no
SNX14;no
SAMD4B;no
SNRPB2;no
WDR81;no
FDXACB1;no
RPAP3;no
CYP4B1;no
TLE6;no
SNAP47;no
UNC5D;no
ZNF24;no
TCF12;no
DHRS7;no
SEC16A;no
NAT9;no
PHKA1;no
TAB2;no
JADE3;no
MIA3;no
S1PR1;no
DHX30;no
BAP1;no
ADPRM;no
RSRC2;no
NACC1;no
CREB3L2;no
PRELID1;no
AGPAT5;no
KLHDC4;no
QRICH1;no
SMG9;no
BRPF1;no
AMPD3;no
BCDIN3D;no
PPIE;no
FBLN7;no
UBFD1;no
CROCC;no
PMPCA;no
FAM120C;no
RRP15;no
CTNNA1;no
ZNF597;no
CNOT6;no
ATP1A4;no
MALSU1;no
DNAJC11;no
NFYC;no
TNIP1;no
ADNP;no
MB21D2;no
HPS1;no
TATDN3;no
GTF2H4;no
LAS1L;no
C9orf114;no
BRD1;no
ANGEL2;no
TMEM241;no
TIMELESS;no
DYRK1B;no
ABCB7;no
WDR37;no
AFF1;no
FBXL17;no
KRAS;no
SHOC2;no
COQ3;no
THSD4;no
CYB5R1;no
SERTAD3;no
C2CD3;no
NSMCE4A;no
NUDCD1;no
FOXG1;no
THUMPD1;no
KANSL2;no
CCNE2;no
MRPS9;no
FAM115A;no
AGPAT4;no
ZNF775;no
CNOT6L;no
XKR9;no
UBA5;no
TBC1D25;no
LSM10;no
UBE2J2;no
SNAP29;no
ZNF768;no
XAB2;no
OBSCN;no
DHX57;no
PRG3;no
MBTPS1;no
NOVA2;no
MTRF1;no
RAB11FIP3;no
C8orf48;no
PEX6;no
SLX1B;no
COG1;no
OLFML1;no
SNAPC2;no
ZRANB2;no
CCDC59;no
BBX;no
UTP15;no
LSM4;no
PTPN23;no
KPNA6;no
PAXBP1;no
HIF1AN;no
WDR46;no
MTDH;no
PRMT6;no
GAPVD1;no
TMEM261;no
ARF4;no
RHOT1;no
PTCD3;no
TTLL5;no
RAPH1;no
REXO1;no
NOL10;no
PRKD2;no
SOCS7;no
ZNF574;no
ZNF316;no
HMGB3;no
MYOM3;no
PHACTR3;no
B3GALT1;no
TAF9;no
FBXO32;no
GARS;no
MTOR;no
EFCAB1;no
UBL3;no
IAH1;no
PYGO1;no
ALYREF;no
EEF1B2;no
GSPT1;no
FCHSD2;no
SETD5;no
NOM1;no
METTL2B;no
RBM42;no
SUZ12;no
SSH2;no
RPL38;no
TNKS1BP1;no
HN1L;no
DUS1L;no
VARS2;no
DMD;no
PKD2;no
NCKAP5L;no
PHOSPHO2;no
SARNP;no
CENPQ;no
DEPDC1;no
DCAF5;no
NFAT5;no
FAM129C;no
TOX2;no
FARS2;no
ESRP1;no
RBMX2;no
C6orf62;no
NHLRC3;no
HSPBAP1;no
CRBN;no
IREB2;no
DPH2;no
TPGS1;no
SP1;no
GANAB;no
TXLNA;no
RPL12;no
FBXO45;no
CCT7;no
KIAA1468;no
APPL1;no
ZNF812;no
FOXF2;no
SMAD1;no
CSNK2B;no
PLCL2;no
PDF;no
ACTA2;no
CTDSPL2;no
NCAPH;no
GGACT;no
PFKFB1;no
RP11-603J24.9;no
GNA13;no
RANGRF;no
FGFR1OP2;no
RPS25;no
UBN1;no
UTP14C;no
CCDC181;no
CEP152;no
CENPW;no
DCTPP1;no
SLMAP;no
NARF;no
PIK3C2A;no
C14orf39;no
FADD;no
USP39;no
QKI;no
RWDD4;no
NONO;no
ABCF3;no
CLCN4;no
MAU2;no
SERBP1;no
MRE11A;no
RIC8A;no
DUT;no
LTN1;no
GALNT1;no
ZSCAN29;no
CEP135;no
INADL;no
CBR4;no
RNF38;no
MAPK9;no
SPRED2;no
ZC2HC1C;no
DNAJC3;no
RNF14;no
PSMD10;no
HMGB1;no
RBM5;no
TPP2;no
CDC14A;no
SDF2L1;no
BMPR2;no
TERF2IP;no
SSB;no
EIF4EBP2;no
STAMBP;no
NGRN;no
P2RX4;no
GRB2;no
RNF125;no
RRP1B;no
THAP1;no
LUC7L;no
HAUS7;no
TBC1D15;no
GPX7;no
SLC30A9;no
MCPH1;no
EME2;no
HADHB;no
RBM34;no
KLHL20;no
FAM86B1;no
ENDOV;no
RGS9;no
AFF4;no
CLK3;no
ALDH7A1;no
OPN3;no
UBE2J1;no
MRPL22;no
PYCR1;no
TMEM98;no
NUP155;no
LHX4-AS1;no
APBB1IP;no
HIST1H3F;no
POP1;no
CEP19;no
PAFAH1B1;no
GPR107;no
HMGN1;no
MDFIC;no
LDHA;no
LUC7L2;no
GNPAT;no
MYADM;no
SCFD1;no
MAK16;no
RBFA;no
USP48;no
POLR1C;no
FLYWCH1;no
SEC24A;no
ZNF830;no
PPP1CC;no
DBT;no
KHDRBS1;no
PDPN;no
RING1;no
PIKFYVE;no
ZBTB21;no
RMND1;no
ME1;no
AHCYL1;no
CBWD7;no
VTI1A;no
IL20RA;no
ZNF512B;no
BRCA1;no
MVD;no
ARL1;no
SPRTN;no
MTHFD2L;no
SLC9A8;no
MYNN;no
PRMT2;no
CAPZB;no
ZNF623;no
GMPS;no
SLC25A24;no
EYA3;no
DNAJB12;no
CSNK1G3;no
TXNL4B;no
PAGR1;no
CRYZL1;no
GBF1;no
LANCL2;no
SYNCRIP;no
IFNAR1;no
ADAT1;no
MICU2;no
MAPKAPK3;no
UBA2;no
DUSP10;no
RGS3;no
AIP;no
INTS9;no
RASSF3;no
DUSP22;no
MED20;no
RHBDD2;no
DNAJC24;no
ARID3A;no
NPTX2;no
DCXR;no
YAF2;no
SEC24D;no
WDR24;no
INCENP;no
KPNA2;no
IQCJ-SCHIP1;no
RTN4RL1;no
NPRL3;no
UBALD2;no
MCUR1;no
PRKAA1;no
B4GALT7;no
AQR;no
CHTOP;no
ZNF207;no
NENF;no
CDC45;no
CDH24;no
PIWIL4;no
FAM149B1;no
DZIP3;no
AADAT;no
EIF4A3;no
PRDM11;no
CSTF2;no
DPP3;no
EVL;no
RAB3GAP2;no
TRAPPC6A;no
SORBS1;no
PRICKLE3;no
GUCY1A2;no
RPL18;no
SNX32;no
ZC3HC1;no
MSANTD4;no
CTC-360G5.8;no
CASP2;no
PPID;no
SCNN1B;no
TUBGCP4;no
TOMM20;no
IL1RN;no
KANSL1L;no
ECD;no
POLR1A;no
HSF2;no
BNIP2;no
SURF2;no
RANBP3;no
ITIH5;no
NTF4;no
H1F0;no
ITGB5;no
GPKOW;no
L2HGDH;no
RTCB;no
WDR5;no
RPN2;no
RALA;no
CEP83;no
EIF3K;no
DHX38;no
NRDE2;no
NCAPG2;no
EGR1;no
RP11-343C2.12;no
TIMM21;no
FBXL6;no
OSBPL11;no
TAF10;no
PI4K2A;no
CHD7;no
LPPR2;no
VPS11;no
NAE1;no
ENPP5;no
C19orf24;no
POC1B-GALNT4;no
USP47;no
GPATCH4;no
SPPL2A;no
ACADS;no
L3MBTL2;no
SZRD1;no
STAU1;no
RNF145;no
SAP130;no
FNDC8;no
GBP6;no
RBBP4;no
SLC7A6OS;no
USP7;no
SGCB;no
BRD3;no
POLE2;no
ORC4;no
SRI;no
ZNF384;no
DHX36;no
EFCAB11;no
TTC4;no
CAPG;no
WIZ;no
TMEM209;no
RPP30;no
MAML2;no
INTS4;no
SERPINA12;no
HADHA;no
FZD7;no
NHS;no
CNIH4;no
USP12;no
WDR36;no
TK2;no
AIM1;no
UBE2V1;no
USP19;no
HMMR;no
GMEB2;no
TEX10;no
RPS5;no
TAF6L;no
C12orf42;no
HAL;no
ANKRD24;no
CPSF3L;no
AP1G1;no
RASL10B;no
YME1L1;no
ALKBH2;no
DIAPH1;no
BTBD7;no
BAI2;no
DCAKD;no
PER1;no
RAN;no
ZBTB7A;no
RPS17;no
NFE2L1;no
VBP1;no
DDX55;no
GLMN;no
TCF3;no
YBEY;no
NGFRAP1;no
CDKL3;no
ISG20L2;no
SMPD3;no
TTC27;no
C12orf43;no
ZNF212;no
EAF1;no
AC068533.7;no
SCAMP2;no
TRIM3;no
WDR6;no
PGS1;no
CENPK;no
ZBTB12;no
ARL8B;no
OLFML2A;no
MAPK13;no
ZMYND19;no
KBTBD4;no
UMPS;no
BIK;no
PPP1R8;no
PPP1R12C;no
N4BP2;no
ABI2;no
PCDHB6;no
NOB1;no
TBC1D10C;no
FAM120A;no
TTI1;no
PWWP2B;no
XKR7;no
KIAA0825;no
SPIN1;no
TMEM263;no
APOBEC1;no
CBX8;no
ASB1;no
TMEM217;no
TECPR1;no
IL16;no
CAPN15;no
MLXIP;no
TRIM11;no
EEFSEC;no
EOGT;no
LZTS2;no
APAF1;no
WBSCR16;no
HLA-DOA;no
CTBP1;no
PLA2G6;no
UBE2E3;no
PGLS;no
PHF2;no
RPS20;no
RP11-343C2.7;no
FDXR;no
CHD1;no
MOGS;no
FBXO42;no
GRAMD1B;no
PCDHB5;no
MAP4K2;no
TAS2R1;no
CCDC97;no
DNAJC21;no
LRWD1;no
USP5;no
AADACL4;no
GTF2F2;no
ELMSAN1;no
QPCTL;no
RECQL5;no
PSME3;no
GNG3;no
ZBTB8OS;no
RNASEH2C;no
DYNC2H1;no
PRCC;no
THBS3;no
ARMC9;no
TAF3;no
GEMIN2;no
BAHD1;no
COX15;no
RARA;no
TRAPPC12;no
HHIPL1;no
PER2;no
FBXL20;no
VPS52;no
CASR;no
TCP11L1;no
TTC5;no
ZFP1;no
ZSCAN21;no
U2AF2;no
IRAK3;no
ITFG2;no
POLG;no
ERMARD;no
TMEM260;no
FAM104A;no
DSC3;no
FAM122A;no
TAMM41;no
CBFA2T2;no
PTPRN2;no
INTS5;no
PIH1D1;no
INPP5E;no
MEF2A;no
ARID2;no
NDUFAF4;no
PRKACA;no
C19orf43;no
NOL3;no
ZYG11B;no
ASH2L;no
IL13RA1;no
PUF60;no
ZDHHC21;no
FYTTD1;no
TULP4;no
UBXN4;no
WNK1;no
RIOK1;no
ANAPC1;no
B4GALT3;no
C5orf15;no
BRD4;no
ERBB2;no
PSME2;no
CCT2;no
ASB8;no
HAS3;no
KCTD18;no
PTBP1;no
ZMIZ1;no
HTRA1;no
KLHL9;no
TMEM230;no
NUP107;no
ZC3H15;no
HM13;no
ZNF595;no
PRKRIR;no
RP11-45M22.4;no
C2CD4B;no
HOXA3;no
NOS2;no
ABCF1;no
C9orf152;no
LRP5;no
MTG2;no
PEX11B;no
NCKIPSD;no
COPA;no
ZFP36L2;no
ANKRD40;no
PAIP1;no
DLG5;no
STK35;no
BBS9;no
LRCH4;no
GAS1;no
PLOD3;no
FRY;no
POTEB;no
LAMP1;no
CSNK2A3;no
PDCD2;no
CCNG2;no
PSTPIP2;no
TAF7;no
MAF;no
FNBP4;no
GTPBP10;no
FASTKD5;no
BCAP29;no
CEP97;no
IL1RL1;no
USP21;no
GTF3A;no
EXOSC10;no
PCID2;no
OTUD4;no
SLC25A4;no
PSMD11;no
USP22;no
AFMID;no
LCORL;no
FUK;no
MAGEB6;no
SNAPIN;no
THOC3;no
AIMP1;no
AIFM2;no
ZNF235;no
PKNOX1;no
MYO5A;no
PRODH;no
KRT18;no
PABPC4L;no
SRSF4;no
C14orf93;no
CDH17;no
C3orf17;no
GOLGA1;no
PPM1A;no
UBA1;no
RASGRP1;no
PCYOX1L;no
ZC3HAV1L;no
TMED2;no
EID2B;no
NRAS;no
NOP56;no
KBTBD2;no
RPUSD2;no
PLEKHM3;no
DPP8;no
MECR;no
DESI2;no
CCDC66;no
MCRS1;no
SCAF1;no
PXN;no
ADNP2;no
RBM10;no
FAM76A;no
TADA1;no
PTGES;no
SRSF11;no
GDPD5;no
CDH11;no
PSME4;no
FUBP1;no
CBL;no
LRRTM2;no
SNAI2;no
PIK3R6;no
ERGIC1;no
EBF4;no
MICU1;no
SOCS3;no
RPGR;no
MPHOSPH8;no
ZMYM5;no
RAF1;no
KRT8;no
IPO5;no
NCOA6;no
USP10;no
ZGLP1;no
POMGNT2;no
PPCDC;no
INPPL1;no
PIK3C2G;no
MARVELD1;no
MED19;no
PPIL4;no
PIK3C3;no
AGFG2;no
SETD1A;no
FOXJ1;no
LIFR;no
VAMP1;no
KTN1;no
SEMA4C;no
PTOV1;no
SERPINA3;no
ZC3H7A;no
YIPF4;no
TTC30A;no
WBP11;no
EIF3J;no
MAPK8IP1;no
UHRF2;no
RTEL1;no
SEC24C;no
NUTF2;no
MANF;no
LTBP3;no
KLHL7;no
VDAC1;no
YARS;no
NCAPD2;no
SKIV2L2;no
KLHL33;no
MCM9;no
HNRNPM;no
MTHFD1;no
KIAA1522;no
GPANK1;no
HLX;no
SENP2;no
COG5;no
PRKCD;no
ARMC5;no
RPP14;no
IZUMO4;no
SMCHD1;no
KIF17;no
MYLK3;no
ZWINT;no
XRN2;no
UBR7;no
B3GNT2;no
PMPCB;no
PES1;no
MDN1;no
RNF26;no
KRI1;no
IFRD2;no
PAN3;no
YIF1B;no
CALR;no
NMRK2;no
RINT1;no
LMBRD2;no
ATXN7;no
SLC9A2;no
GFER;no
MIR3654;no
HSPA9;no
SF3A3;no
GNAI2;no
AARSD1;no
HLA-B;no
EARS2;no
SUGT1;no
ATG16L2;no
HINT1;no
PVRL3;no
SORBS3;no
PDRG1;no
CD320;no
ZC3H18;no
RAB32;no
WDR82;no
RBM41;no
CELF1;no
SYPL2;no
CDK5RAP2;no
CCDC173;no
MCAM;no
RHBDF2;no
TDRD5;no
B4GALT2;no
IFT88;no
CHST14;no
PPP3CB;no
IDUA;no
CYB5D1;no
PYGO2;no
LRRC1;no
NEK9;no
POLR3B;no
FCHO2;no
TAOK2;no
FAM131A;no
PROSER3;no
URGCP;no
SUPT6H;no
SRFBP1;no
CRLS1;no
DVL1;no
TEAD2;no
DPY19L4;no
PSRC1;no
GMFB;no
LASP1;no
THOC1;no
ZCCHC4;no
C14orf142;no
SPACA1;no
GFM1;no
ST6GALNAC2;no
COPB1;no
DCUN1D2;no
IFI30;no
CCDC94;no
ANKRD13C;no
ILF2;no
CNOT3;no
EXOSC9;no
PPP1R3G;no
KLHL5;no
ANAPC11;no
TRIM35;no
PKN3;no
IQCD;no
MFSD9;no
ZKSCAN5;no
PALLD;no
TRPC4AP;no
IPO11;no
CSK;no
IRAK1;no
PLAA;no
ISY1-RAB43;no
SLC25A26;no
MLLT10;no
PRAM1;no
PNN;no
TMEM42;no
DDX50;no
TIMM44;no
HOXA10;no
MASTL;no
UBE2R2;no
GRWD1;no
FBXO11;no
TSC22D2;no
EIF4E2;no
C3orf14;no
TMPRSS11D;no
RHBDL2;no
RNF40;no
TMEM216;no
ATG4C;no
SCYL2;no
DACT2;no
USP32;no
FASTKD1;no
TMEM106B;no
ATM;no
PIGN;no
LARP4B;no
EPB41L5;no
ATF7IP;no
RIN3;no
API5;no
ATF2;no
ZMYND8;no
PARVA;no
PSMA4;no
ZNF174;no
ZIK1;no
PARG;no
ZMYND11;no
COPS2;no
ZNF414;no
SS18;no
HNRNPH3;no
TCAIM;no
GLE1;no
JOSD1;no
WDR83OS;no
IRX6;no
RUVBL2;no
HOOK2;no
CD40;no
SH2D3C;no
SPAG9;no
CTDP1;no
OAZ1;no
ACTL6A;no
RABGGTA;no
TRMT2A;no
ACTR2;no
EPM2AIP1;no
C1orf159;no
LRRTM3;no
ATPAF2;no
NOL9;no
NSUN5;no
DPYSL2;no
CSE1L;no
ARL13B;no
FBXL14;no
CTNNBL1;no
BEND3;no
DDX1;no
ADAR;no
HIRA;no
RIT1;no
SFSWAP;no
SUPV3L1;no
RAD54L;no
NUS1;no
RPA2;no
CIZ1;no
HIST1H4K;no
MEI4;no
KCNMA1;no
MFN1;no
CD4;no
BAG6;no
ZGPAT;no
LETMD1;no
ADSL;no
HDAC4;no
GTF3C2;no
TMEM86B;no
PHF7;no
TCERG1;no
FAM60A;no
TNNI3;no
BBS10;no
SCN3B;no
AKAP8;no
FUBP3;no
PPDPF;no
MAP3K13;no
OSGEPL1;no
SEC23IP;no
ZBTB3;no
TARS2;no
SERPINE1;no
CDC42SE1;no
RP11-123K3.4;no
RDH5;no
TRNT1;no
SNAP25;no
POLR3F;no
SPC25;no
RABEP1;no
WHAMM;no
HNRNPD;no
UBTF;no
UBQLN1;no
SUV420H2;no
NDE1;no
EEF1D;no
LGR4;no
SF3B3;no
FBXO21;no
TET1;no
ALG11;no
TTL;no
TARDBP;no
TUBGCP6;no
SEPHS2;no
PELO;no
PIK3R1;no
FGGY;no
SNX13;no
GTF2H3;no
CCNJ;no
GPR18;no
SRRD;no
NOL11;no
TWISTNB;no
FBL;no
TMEM57;no
KHDRBS2;no
SDR39U1;no
SLC35E1;no
RDX;no
NUP160;no
DNAJC8;no
LATS1;no
ZNF277;no
ASUN;no
CNOT11;no
DNASE1L1;no
ZNF628;no
SLC33A1;no
HAUS6;no
CHRNB4;no
TUBB;no
CDK5R1;no
PCDHB13;no
ADO;no
PRRC2A;no
PHKA2;no
ZNF143;no
RAB3GAP1;no
PHC1;no
FBN1;no
ETAA1;no
SPR;no
CLIP2;no
PHACTR4;no
AP1G2;no
C7orf25;no
ARNT2;no
TMEM159;no
SLC35D1;no
ZMYM1;no
HS6ST1;no
CBX7;no
ARL14EP;no
NOP2;no
NME1-NME2;no
C11orf96;no
CALM3;no
SMO;no
THOC6;no
TRIM23;no
C7orf49;no
NELFCD;no
OFD1;no
STRADB;no
ZUFSP;no
SH2B3;no
RNF115;no
SERTAD2;no
ZNF235;no
SCAI;no
GBA2;no
ATXN7L3B;no
TSTD2;no
NCK2;no
MID2;no
BRD7;no
CDC37;no
MAEA;no
SLC22A17;no
MAP3K3;no
PRND;no
TAF4;no
IKBKG;no
CCDC80;no
DHX8;no
KIAA1109;no
GABPA;no
PRR33;no
MRPL45;no
MPHOSPH9;no
MRPL3;no
ZNF747;no
RFC1;no
ARHGEF17;no
KDM4A;no
FYCO1;no
PLOD2;no
AFTPH;no
UFL1;no
RCC1;no
MROH1;no
FAM78B;no
GNL2;no
DGUOK;no
PARPBP;no
DNM2;no
SERINC3;no
UBP1;no
PEAR1;no
TIAL1;no
SNAPC1;no
LTBP2;no
GATB;no
TRIOBP;no
TAF8;no
ZC3H14;no
KIF4B;no
AFM;no
NAP1L4;no
THAP11;no
SEPSECS;no
MED23;no
YWHAB;no
SNX9;no
ERGIC2;no
MPRIP;no
OR13C7P;no
SEC61B;no
MDK;no
UCK1;no
RLIM;no
UTP3;no
C19orf81;no
LSS;no
HCFC2;no
NUP214;no
AC037459.4;no
ANKZF1;no
IRF2BP1;no
CREBZF;no
ROBO1;no
IFNGR2;no
USO1;no
SLAIN1;no
SPRED3;no
EDC4;no
ZNF780A;no
COL4A2;no
ZNF490;no
RPS11;no
CENPC;no
ATRIP;no
ERAL1;no
ATAD2B;no
VTI1B;no
C6orf106;no
FAM161B;no
ARAP1;no
XKR6;no
EIF3D;no
CTCF;no
BACE1;no
MTMR2;no
INPP1;no
GTF2E2;no
TSC2;no
TTC30A;no
TTC9C;no
TAF6;no
ERAP1;no
VWA8;no
YWHAZ;no
NAT6;no
NAA15;no
UBR5;no
METTL5;no
ICMT;no
PRKDC;no
C19orf68;no
DGKK;no
NOL4;no
CDC26;no
CSNK2A2;no
EIF2B3;no
PUS3;no
MAP3K8;no
RAD51D;no
SNRPA;no
TRAF3IP2;no
CRCP;no
GPI;no
FLNB;no
KIAA0586;no
LOXL4;no
RALGAPB;no
GPR21;no
MMS19;no
CNOT10;no
RNF25;no
RP5-1021I20.4;no
CCDC38;no
KIAA1598;no
RFWD2;no
FAM173B;no
GADD45B;no
PDP2;no
RGMB;no
GRAMD1A;no
FAM219A;no
G3BP1;no
AARS;no
DMPK;no
EIF3B;no
SEC61A2;no
RASA3;no
HERPUD2;no
IBA57;no
NEDD8-MDP1;no
CACHD1;no
HHATL;no
DHX37;no
TTC21B;no
NUP35;no
B4GALNT3;no
TRMT112;no
ERI3;no
UBXN11;no
D2HGDH;no
TRMT13;no
SNRNP70;no
MRPL4;no
MBP;no
PHF14;no
LRFN4;no
FBXO38;no
PHF12;no
NPC1;no
TRPC5;no
PSMB3;no
CGNL1;no
MAPK7;no
MRGPRF;no
SLC25A46;no
ZNF251;no
EPG5;no
BLOC1S3;no
PRKD1;no
ALG10B;no
UBR2;no
CRLF3;no
GTF3C3;no
HP1BP3;no
KDM5C;no
CAPN7;no
TMEM150A;no
UBE4A;no
NMRAL1;no
PXDN;no
RPL8;no
ZNF180;no
PRPF6;no
ACSF3;no
RBM12B;no
HSF1;no
TMED1;no
ZFY;no
HMBS;no
OXLD1;no
HACL1;no
DDX27;no
DOPEY1;no
RBFOX2;no
EIF4ENIF1;no
USF2;no
C5orf51;no
ITM2C;no
PSMD1;no
SLC25A36;no
LONRF1;no
HNRNPUL2-BSCL2;no
RSPRY1;no
TRAPPC8;no
DPF2;no
PTPN11;no
RNFT2;no
VPS72;no
RDH10;no
RNPS1;no
RPUSD4;no
USP30;no
C17orf80;no
IWS1;no
ALKBH1;no
HSPA14;no
CLNS1A;no
ATG12;no
SF3B2;no
PSKH1;no
TRIM8;no
RASA1;no
SLC24A3;no
PCBP2;no
CC2D1B;no
DAZAP1;no
RRN3;no
ZBTB9;no
MIB1;no
SIX2;no
DND1;no
BRD9;no
CCDC174;no
KCNQ3;no
CYP4F8;no
STXBP5;no
CCDC71;no
KARS;no
VEZF1;no
CDR2L;no
PCDHGC5;no
ZNF790;no
IPO9;no
OCIAD1;no
ELMO2;no
NCEH1;no
TAOK1;no
MPLKIP;no
POLR3A;no
MAD2L1;no
CXorf56;no
GMPR2;no
DDB1;no
RNF168;no
EIF3G;no
IPO4;no
SMEK2;no
PIAS1;no
PIK3R4;no
SAMD14;no
BRINP2;no
ATCAY;no
IGFBP4;no
GTF2E1;no
GCN1L1;no
LARS;no
ADCY8;no
SUMO1;no
LRPPRC;no
PKMYT1;no
ZBTB7C;no
SETD4;no
ABCC5;no
TPM3;no
PDCD6IP;no
IKZF5;no
LRRC3;no
GTPBP1;no
XPA;no
CHD8;no
RFNG;no
PPRC1;no
CYB5R4;no
BLOC1S2;no
KMT2B;no
HSPA1L;no
UBQLN2;no
TRIM37;no
RSL1D1;no
TMEM181;no
TPCN1;no
ST20-MTHFS;no
SLC5A3;no
DYNC1I2;no
EED;no
CNBP;no
NIPSNAP1;no
RNF19B;no
TTC8;no
MFSD4;no
ZNF394;no
RNMT;no
FAM196A;no
GIGYF1;no
TMSB15A;no
AMBRA1;no
MRI1;no
STON1;no
BACH1;no
WDR92;no
CRY2;no
FASN;no
FAM222B;no
NADK;no
ZAK;no
ZNF784;no
NFIX;no
COX7C;no
ZSCAN20;no
TMEM242;no
TRPT1;no
LMBR1L;no
BRWD3;no
PPP1R9B;no
GNB1;no
ERCC4;no
HNRNPU;no
EPC1;no
ADCK3;no
DGCR8;no
PTGES3L-AARSD1;no
CACYBP;no
MECP2;no
POLQ;no
CDK2;no
C6orf136;no
KIAA1407;no
ELK3;no
DCTD;no
PPP1R21;no
VPRBP;no
C15orf26;no
KIAA1919;no
ACO1;no
FAM179B;no
QTRTD1;no
MEGF6;no
LAYN;no
WDR4;no
FEN1;no
SCLT1;no
C2orf42;no
BRAT1;no
B9D2;no
ATAT1;no
COL15A1;no
CXorf38;no
ANP32A;no
CCR7;no
TSEN54;no
PRMT1;no
GUF1;no
